time;queue_size;split_tree;new_tree;new_tree_length;new_tree_prediction;new_tree_objective;best_tree;best_tree_length;prediction;objective;lower_bound;accuracy;num_captured;num_captured_incorrect
0.4856741428375244;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -2), (1, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3));6;[1, 0, 0, 0, 0, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4880034923553467;14;((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, 2), (1, -2, -3), (1, -2, 3));6;[0, 1, 1, 0, 0, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4900705814361572;14;((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, 3), (1, -3, -2), (1, -3, 2));7;[0, 0, 1, 1, 1, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4923985004425049;14;((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, 2), (1, -2, -3), (1, -2, 3));7;[0, 0, 1, 1, 0, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.49843907356262207;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3));((-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3), (-1, 3, -2), (-1, 3, 2));7;[0, 0, 0, 0, 1, 1, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.504518985748291;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2));((-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2), (-1, 3, -2), (-1, 3, 2));7;[0, 0, 1, 0, 0, 1, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.507676362991333;6;((2,), (-2, -1), (-2, 1));((-2, -1), (-2, 1), (2, -1), (2, 1));4;[0, 1, 1, 0];0.49214999276096716;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5106463432312012;7;((2,), (-2, -1), (-2, 1));((-2, -1), (-2, 1), (2, -3), (2, 3));4;[0, 1, 0, 1];0.4762241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.525226354598999;7;((-2, -1), (-2, 1), (2, -3), (2, 3));((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));5;[1, 0, 1, 0, 1];0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5276036262512207;8;((-2, -1), (-2, 1), (2, -3), (2, 3));((-2, -1), (2, -3), (2, 3), (-2, 1, -3), (-2, 1, 3));5;[0, 0, 1, 0, 1];0.4833285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5298793315887451;8;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3), (-2, 1, -3), (-2, 1, 3));6;[0, 1, 0, 1, 0, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5321118831634521;9;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((-2, 1), (2, 3), (-2, -1, -3), (-2, -1, 3), (2, -3, -1), (2, -3, 1));6;[1, 1, 0, 1, 0, 0];0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5335433483123779;10;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));6;[1, 0, 0, 1, 1, 0];0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5358767509460449;9;((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));((2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1), (-2, 1, -3), (-2, 1, 3));7;[0, 0, 1, 1, 0, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5381896495819092;10;((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));((-2, 1), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1), (2, -3, -1), (2, -3, 1));7;[1, 0, 1, 1, 0, 0, 0];0.43397857246271904;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5405230522155762;7;((1,), (-1, -2), (-1, 2));((-1, -2), (-1, 2), (1, -2), (1, 2));4;[0, 1, 1, 0];0.49214999276096716;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.542776346206665;8;((1,), (-1, -2), (-1, 2));((-1, -2), (-1, 2), (1, -3), (1, 3));4;[0, 1, 0, 1];0.4892543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5575063228607178;9;((1,), (-1, -2), (-1, 2));((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));4;[1, 1, 0, 1];0.41990444476617933;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5604712963104248;10;((1,), (-1, -2), (-1, 2));((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));4;[1, 0, 0, 1];0.47622412045750695;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5626347064971924;10;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -2), (1, 2));5;[1, 0, 1, 1, 0];0.4299044447661793;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5648133754730225;11;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -3), (1, 3));5;[1, 0, 1, 0, 1];0.4270088316200956;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5677647590637207;12;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));5;[1, 0, 1, 0, 1];0.4139785724627191;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5700407028198242;12;((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));6;[0, 1, 0, 1, 1, 0];0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5723421573638916;13;((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));6;[0, 1, 0, 1, 0, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5743029117584229;13;((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, 3), (1, -3, -2), (1, -3, 2));7;[0, 1, 0, 1, 1, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5765526294708252;13;((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, 2), (1, -2, -3), (1, -2, 3));7;[0, 1, 0, 1, 0, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5785729885101318;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -3), (1, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2));6;[1, 0, 1, 1, 0, 0];0.43700883162009563;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5809481143951416;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -2), (1, 2));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3));6;[1, 0, 1, 0, 0, 1];0.43700883162009563;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5838737487792969;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2));((-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2), (-1, 2, -3), (-1, 2, 3));7;[0, 1, 1, 0, 0, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5868930816650391;12;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3));((-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3), (-1, 2, -3), (-1, 2, 3));7;[0, 1, 0, 0, 1, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5891878604888916;9;((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));5;[0, 0, 1, 1, 0];0.4862241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.591376543045044;10;((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));5;[0, 0, 1, 0, 1];0.4833285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5934128761291504;9;((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, 3), (1, -3, -2), (1, -3, 2));6;[0, 0, 1, 1, 0, 0];0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5953731536865234;9;((-1,), (1, -3), (1, 3));((-1,), (1, 3), (1, -3, -2), (1, -3, 2));4;[0, 1, 0, 0];0.4941769219632257;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5976474285125732;9;((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, 2), (1, -2, -3), (1, -2, 3));6;[0, 0, 1, 0, 0, 1];0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5998806953430176;9;((-1,), (1, -2), (1, 2));((-1,), (1, 2), (1, -2, -3), (1, -2, 3));4;[0, 0, 0, 1];0.4941769219632257;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6032638549804688;9;((-2,), (2, -1), (2, 1));((-2,), (2, 1), (2, -1, -3), (2, -1, 3));4;[0, 0, 0, 1];0.48187056609237006;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.605370283126831;9;((-1, -2), (-1, 2), (1, -3), (1, 3));((-1, -2), (-1, 2), (1, 3), (1, -3, -2), (1, -3, 2));5;[0, 1, 1, 0, 0];0.4992543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6083300113677979;9;((-2, -1), (-2, 1), (2, -1), (2, 1));((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));5;[0, 1, 0, 0, 1];0.4862241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6223196983337402;9;((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));((-2, 1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3));6;[1, 0, 0, 1, 0, 1];0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6245675086975098;10;((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));((-2, -1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, 1, -3), (-2, 1, 3));6;[0, 0, 0, 1, 0, 1];0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6268084049224854;10;((-2, 1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3));((2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3), (-2, 1, -3), (-2, 1, 3));7;[0, 0, 1, 0, 1, 0, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6291933059692383;9;((-1, -2), (-1, 2), (1, -2), (1, 2));((-1, -2), (-1, 2), (1, 2), (1, -2, -3), (1, -2, 3));5;[0, 1, 0, 0, 1];0.4992543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
