time;queue_size;split_tree;new_tree;new_tree_length;new_tree_objectivebest_tree;best_tree_length;prediction;objective;lower_bound;accuracy;num_captured;num_captured_incorrect
0.5120806694030762;6;((2,), (-2, -1), (-2, 1));((-2, -1), (-2, 1), (2, -1), (2, 1));4;0.49214999276096716;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5150368213653564;7;((2,), (-2, -1), (-2, 1));((-2, -1), (-2, 1), (2, -3), (2, 3));4;0.4762241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5298190116882324;7;((-2, -1), (-2, 1), (2, -3), (2, 3));((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));5;0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.532059907913208;8;((-2, -1), (-2, 1), (2, -3), (2, 3));((-2, -1), (2, -3), (2, 3), (-2, 1, -3), (-2, 1, 3));5;0.4833285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5343704223632812;8;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3), (-2, 1, -3), (-2, 1, 3));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5365269184112549;9;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((-2, 1), (2, 3), (-2, -1, -3), (-2, -1, 3), (2, -3, -1), (2, -3, 1));6;0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5379228591918945;10;((-2, 1), (2, -3), (2, 3), (-2, -1, -3), (-2, -1, 3));((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));6;0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5402531623840332;9;((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));((2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1), (-2, 1, -3), (-2, 1, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5424661636352539;10;((-2, 1), (2, -3), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1));((-2, 1), (-2, -1, -3), (-2, -1, 3), (2, 3, -1), (2, 3, 1), (2, -3, -1), (2, -3, 1));7;0.43397857246271904;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5447912216186523;7;((1,), (-1, -2), (-1, 2));((-1, -2), (-1, 2), (1, -2), (1, 2));4;0.49214999276096716;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5470526218414307;8;((1,), (-1, -2), (-1, 2));((-1, -2), (-1, 2), (1, -3), (1, 3));4;0.4892543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5612306594848633;9;((1,), (-1, -2), (-1, 2));((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));4;0.41990444476617933;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5642402172088623;10;((1,), (-1, -2), (-1, 2));((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));4;0.47622412045750695;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5664868354797363;10;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -2), (1, 2));5;0.4299044447661793;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5687525272369385;11;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -3), (1, 3));5;0.4270088316200956;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5717883110046387;12;((1,), (-1, 2), (-1, -2, -3), (-1, -2, 3));((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));5;0.4139785724627191;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5740926265716553;12;((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));6;0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5763781070709229;13;((1,), (-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5784189701080322;13;((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, 3), (1, -3, -2), (1, -3, 2));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5807032585144043;13;((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));((-1, -2, -3), (-1, -2, 3), (-1, 2, -3), (-1, 2, 3), (1, 2), (1, -2, -3), (1, -2, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5827815532684326;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -3), (1, 3));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2));6;0.43700883162009563;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5853078365325928;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, -2), (1, 2));((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3));6;0.43700883162009563;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5883302688598633;13;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2));((-1, -2, -3), (-1, -2, 3), (1, 3), (1, -3, -2), (1, -3, 2), (-1, 2, -3), (-1, 2, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5913994312286377;12;((-1, 2), (-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3));((-1, -2, -3), (-1, -2, 3), (1, 2), (1, -2, -3), (1, -2, 3), (-1, 2, -3), (-1, 2, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5936946868896484;9;((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));5;0.4862241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.596062183380127;10;((1,), (-1, -2), (-1, 2, -3), (-1, 2, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));5;0.4833285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5981409549713135;9;((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -3), (1, 3));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, 3), (1, -3, -2), (1, -3, 2));6;0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6001510620117188;9;((-1,), (1, -3), (1, 3));((-1,), (1, 3), (1, -3, -2), (1, -3, 2));4;0.4941769219632257;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6024446487426758;9;((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, -2), (1, 2));((-1, -2), (-1, 2, -3), (-1, 2, 3), (1, 2), (1, -2, -3), (1, -2, 3));6;0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6047987937927246;9;((-1,), (1, -2), (1, 2));((-1,), (1, 2), (1, -2, -3), (1, -2, 3));4;0.4941769219632257;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.607823371887207;9;((-2,), (2, -1), (2, 1));((-2,), (2, 1), (2, -1, -3), (2, -1, 3));4;0.48187056609237006;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6098766326904297;9;((-1, -2), (-1, 2), (1, -3), (1, 3));((-1, -2), (-1, 2), (1, 3), (1, -3, -2), (1, -3, 2));5;0.4992543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.612842321395874;9;((-2, -1), (-2, 1), (2, -1), (2, 1));((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));5;0.4862241204575069;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6269171237945557;9;((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));((-2, 1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3));6;0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6292092800140381;10;((-2, -1), (-2, 1), (2, 1), (2, -1, -3), (2, -1, 3));((-2, -1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, 1, -3), (-2, 1, 3));6;0.4933285073114232;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6314675807952881;10;((-2, 1), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3));((2, 1), (2, -1, -3), (2, -1, 3), (-2, -1, -3), (-2, -1, 3), (-2, 1, -3), (-2, 1, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.6338660717010498;9;((-1, -2), (-1, 2), (1, -2), (1, 2));((-1, -2), (-1, 2), (1, 2), (1, -2, -3), (1, -2, 3));5;0.4992543796148835;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
